method,encoder,spec,pretrain_spec,n_shots,seed,target,test_acc,test_f1_macro,protocol
lfr,rnn,device:RealWorld_thigh+MotionSense:10+10,in-domain,5,3,MotionSense,0.63310546875,0.5877713063606299,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:10+10,in-domain,5,3,RealWorld_thigh,0.535798611111111,0.5056806474498077,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,0,MotionSense,0.7470703125,0.7302590095553625,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,0,RealWorld_thigh,0.625642361111111,0.6334329411708318,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,1,MotionSense,0.751123046875,0.7474864853864474,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,1,RealWorld_thigh,0.6506423611111111,0.6568811601407154,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,2,MotionSense,0.706396484375,0.7019627267110587,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,2,RealWorld_thigh,0.6290277777777777,0.6191086603890038,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,3,MotionSense,0.718310546875,0.7127892958931539,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,3,RealWorld_thigh,0.5659201388888888,0.5750929834934996,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,0,MotionSense,0.48427734375,0.43481373076422464,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,0,RealWorld_thigh,0.5013368055555556,0.49929335367755023,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,1,MotionSense,0.509912109375,0.44632508469989807,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,1,RealWorld_thigh,0.3649479166666666,0.34261503334484184,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,2,MotionSense,0.5193359375,0.48950963616123777,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,2,RealWorld_thigh,0.4688541666666667,0.46748311289286965,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,3,MotionSense,0.479736328125,0.4286021444338564,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,3,RealWorld_thigh,0.4604861111111111,0.46194666213660307,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,0,MotionSense,0.57685546875,0.5381291430130896,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,0,RealWorld_thigh,0.5306944444444445,0.5154474755130709,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,1,MotionSense,0.54521484375,0.4826020523273898,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,1,RealWorld_thigh,0.5143402777777778,0.4702978218178953,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,2,MotionSense,0.53017578125,0.48119965732686376,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,2,RealWorld_thigh,0.5128993055555556,0.519037429892537,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,3,MotionSense,0.616748046875,0.5891431214949596,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,3,RealWorld_thigh,0.5096006944444444,0.5091249822730115,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,0,MotionSense,0.555029296875,0.5175105814647056,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,0,RealWorld_thigh,0.5126215277777778,0.49123314715440314,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,1,MotionSense,0.55791015625,0.49066402758764915,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,1,RealWorld_thigh,0.45055555555555554,0.405099845046506,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,2,MotionSense,0.544384765625,0.5174280618482874,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,2,RealWorld_thigh,0.49842013888888886,0.49724485974624805,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,3,MotionSense,0.522705078125,0.48033897244740054,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,3,RealWorld_thigh,0.5312847222222222,0.536558115382717,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,0,MotionSense,0.5705078125,0.5279574115992949,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,0,RealWorld_thigh,0.48725694444444445,0.48720579444499845,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,1,MotionSense,0.534228515625,0.4748002471153141,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,1,RealWorld_thigh,0.4908159722222222,0.4701760199629178,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,2,MotionSense,0.562890625,0.5019547662945366,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,2,RealWorld_thigh,0.5286458333333333,0.48488595357892955,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,3,MotionSense,0.50986328125,0.47416522883548395,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,3,RealWorld_thigh,0.49387152777777776,0.5019272235467068,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,0,MotionSense,0.696923828125,0.6891313149064657,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,0,RealWorld_thigh,0.5874131944444445,0.5967460897656875,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,1,MotionSense,0.62822265625,0.5763839572644158,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,1,RealWorld_thigh,0.5753125,0.5356414740372342,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,2,MotionSense,0.6306640625,0.5762330070819732,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,2,RealWorld_thigh,0.5845659722222222,0.5449981006644685,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,3,MotionSense,0.5927734375,0.5659077656743352,tail20
lfr,rnn,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,3,RealWorld_thigh,0.5450520833333333,0.550090694838083,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,1,0,RealWorld_thigh,0.43623263888888886,0.44390003046254456,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,1,1,RealWorld_thigh,0.49553819444444447,0.46597538240418307,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,1,2,RealWorld_thigh,0.406875,0.39842286797706017,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,1,3,RealWorld_thigh,0.4702430555555555,0.4382839013992988,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,0,RealWorld_thigh,0.5709375,0.5397596312919037,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,1,RealWorld_thigh,0.5434895833333333,0.5529647924531305,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,2,RealWorld_thigh,0.5625173611111112,0.5361664597301528,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,3,RealWorld_thigh,0.54515625,0.5057644054092875,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,2,0,RealWorld_thigh,0.5110243055555556,0.5071065097271689,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,2,1,RealWorld_thigh,0.5080555555555556,0.49347795513479387,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,2,2,RealWorld_thigh,0.47930555555555554,0.45213170909179634,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,2,3,RealWorld_thigh,0.5000173611111112,0.4679448451655842,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,5,0,RealWorld_thigh,0.5362152777777778,0.5383444292526526,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,5,1,RealWorld_thigh,0.581857638888889,0.5559072339931339,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,5,2,RealWorld_thigh,0.5150868055555555,0.4778128574058547,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,5,3,RealWorld_thigh,0.5285590277777777,0.5090534583014025,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,full,0,RealWorld_thigh,0.619375,0.6290868836774044,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,full,1,RealWorld_thigh,0.6200694444444445,0.6308322210817752,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,full,2,RealWorld_thigh,0.6181076388888889,0.6130043627880386,tail20
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,full,3,RealWorld_thigh,0.6552604166666667,0.6286691299397584,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,1,0,RealWorld_thigh,0.42333333333333334,0.4259630600892835,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,1,1,RealWorld_thigh,0.5488888888888889,0.5250847243507551,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,1,2,RealWorld_thigh,0.4185416666666667,0.4245468838563289,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,1,3,RealWorld_thigh,0.4969965277777778,0.4688339048957214,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,10,0,RealWorld_thigh,0.5791840277777778,0.5805327402541275,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,10,1,RealWorld_thigh,0.6437152777777777,0.653450544065594,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,10,2,RealWorld_thigh,0.5355729166666666,0.5292498974448128,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,10,3,RealWorld_thigh,0.5297048611111111,0.5059379591776899,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,2,0,RealWorld_thigh,0.5825173611111112,0.5867905782998188,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,2,1,RealWorld_thigh,0.5919965277777778,0.5617785203854276,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,2,2,RealWorld_thigh,0.5409201388888889,0.5149409192701974,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,2,3,RealWorld_thigh,0.5307118055555555,0.5215467633486347,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,5,0,RealWorld_thigh,0.5921006944444445,0.5946562853904442,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,5,1,RealWorld_thigh,0.5990798611111111,0.5750873814168254,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,5,2,RealWorld_thigh,0.5378125,0.5078965547201004,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,5,3,RealWorld_thigh,0.5008159722222223,0.4891282775592967,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,full,0,RealWorld_thigh,0.6804861111111111,0.6859162425641104,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,full,1,RealWorld_thigh,0.6774131944444444,0.6828218843668392,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,full,2,RealWorld_thigh,0.6372395833333333,0.6483893518732347,tail20
lfr,rnn,device:RealWorld_thigh:10,in-domain,full,3,RealWorld_thigh,0.623125,0.6243279139666902,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,1,0,MotionSense,0.6697265625,0.6456129354631978,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,1,1,MotionSense,0.69140625,0.6714640929895567,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,1,2,MotionSense,0.6798828125,0.6694788440149442,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,1,3,MotionSense,0.649853515625,0.6385665734482231,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,10,0,MotionSense,0.81484375,0.8141080339291331,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,10,1,MotionSense,0.849365234375,0.8484927996373319,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,10,2,MotionSense,0.849267578125,0.8512691659472669,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,10,3,MotionSense,0.8505859375,0.8511414446868276,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,2,0,MotionSense,0.7521484375,0.7452985028041219,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,2,1,MotionSense,0.748388671875,0.7409345615638485,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,2,2,MotionSense,0.795654296875,0.7909908397288363,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,2,3,MotionSense,0.716064453125,0.7064125462981203,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,5,0,MotionSense,0.786376953125,0.7788928026845942,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,5,1,MotionSense,0.8119140625,0.809571563385237,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,5,2,MotionSense,0.831640625,0.8324609999246156,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,5,3,MotionSense,0.81416015625,0.8103893563484995,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,full,0,MotionSense,0.871435546875,0.8723190069503189,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,full,1,MotionSense,0.885546875,0.8861278243140642,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,full,2,MotionSense,0.887841796875,0.8892821196290935,tail20
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,full,3,MotionSense,0.889306640625,0.8899869866514496,tail20
lfr,tstcc,device:MotionSense:10,in-domain,1,0,MotionSense,0.69052734375,0.6674001272273395,tail20
lfr,tstcc,device:MotionSense:10,in-domain,1,1,MotionSense,0.7314453125,0.7152811756428794,tail20
lfr,tstcc,device:MotionSense:10,in-domain,1,2,MotionSense,0.764111328125,0.7594454441749856,tail20
lfr,tstcc,device:MotionSense:10,in-domain,1,3,MotionSense,0.67412109375,0.6676904933310649,tail20
lfr,tstcc,device:MotionSense:10,in-domain,10,0,MotionSense,0.830908203125,0.8318656426642204,tail20
lfr,tstcc,device:MotionSense:10,in-domain,10,1,MotionSense,0.87119140625,0.8708713856479762,tail20
lfr,tstcc,device:MotionSense:10,in-domain,10,2,MotionSense,0.854052734375,0.8552422233194928,tail20
lfr,tstcc,device:MotionSense:10,in-domain,10,3,MotionSense,0.851318359375,0.8539009270195299,tail20
lfr,tstcc,device:MotionSense:10,in-domain,2,0,MotionSense,0.7794921875,0.7747064938939674,tail20
lfr,tstcc,device:MotionSense:10,in-domain,2,1,MotionSense,0.779052734375,0.7695967048294872,tail20
lfr,tstcc,device:MotionSense:10,in-domain,2,2,MotionSense,0.83544921875,0.8339113514037043,tail20
lfr,tstcc,device:MotionSense:10,in-domain,2,3,MotionSense,0.770703125,0.7680754004774315,tail20
lfr,tstcc,device:MotionSense:10,in-domain,5,0,MotionSense,0.827294921875,0.8235798895666159,tail20
lfr,tstcc,device:MotionSense:10,in-domain,5,1,MotionSense,0.83544921875,0.8329614220809111,tail20
lfr,tstcc,device:MotionSense:10,in-domain,5,2,MotionSense,0.836328125,0.8370317218068429,tail20
lfr,tstcc,device:MotionSense:10,in-domain,5,3,MotionSense,0.811669921875,0.8112328167290752,tail20
lfr,tstcc,device:MotionSense:10,in-domain,full,0,MotionSense,0.86689453125,0.8686455516228525,tail20
lfr,tstcc,device:MotionSense:10,in-domain,full,1,MotionSense,0.87734375,0.8785110135358518,tail20
lfr,tstcc,device:MotionSense:10,in-domain,full,2,MotionSense,0.884814453125,0.8857787241727311,tail20
lfr,tstcc,device:MotionSense:10,in-domain,full,3,MotionSense,0.884033203125,0.884712501140414,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,1,0,MotionSense,0.770654296875,0.758591927218363,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,1,0,RealWorld_thigh,0.5641840277777778,0.5699584095050231,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,1,1,MotionSense,0.657177734375,0.6338284261142144,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,1,1,RealWorld_thigh,0.5910243055555555,0.5766344010507419,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,1,2,MotionSense,0.698583984375,0.684633699176902,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,1,2,RealWorld_thigh,0.5945486111111111,0.5942569400490545,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,1,3,MotionSense,0.6923828125,0.6768205399569718,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,1,3,RealWorld_thigh,0.5575347222222222,0.5618999856832816,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,10,0,MotionSense,0.833837890625,0.8309768170532401,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,10,0,RealWorld_thigh,0.6709895833333334,0.6767251569712396,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,10,1,MotionSense,0.8412109375,0.8345135568240302,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,10,1,RealWorld_thigh,0.6839583333333333,0.6921259415386213,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,10,2,MotionSense,0.84853515625,0.8488605574124873,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,10,2,RealWorld_thigh,0.6866493055555555,0.6959762385260228,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,10,3,MotionSense,0.83935546875,0.8364911102651809,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,10,3,RealWorld_thigh,0.6671527777777777,0.6752676140142035,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,2,0,MotionSense,0.80712890625,0.799271951671615,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,2,0,RealWorld_thigh,0.6010243055555555,0.6077898166166293,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,2,1,MotionSense,0.751416015625,0.7406843801527182,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,2,1,RealWorld_thigh,0.5900694444444444,0.5967861127036773,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,2,2,MotionSense,0.819921875,0.8192746813538377,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,2,2,RealWorld_thigh,0.6165798611111111,0.6245027377923418,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,2,3,MotionSense,0.774951171875,0.7676301592585657,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,2,3,RealWorld_thigh,0.6104861111111111,0.6180212145081188,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,5,0,MotionSense,0.830908203125,0.8273792813201686,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,5,0,RealWorld_thigh,0.6530208333333334,0.6594058280436279,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,5,1,MotionSense,0.822705078125,0.8175560586536127,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,5,1,RealWorld_thigh,0.675625,0.6834668326966934,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,5,2,MotionSense,0.846337890625,0.8470638645800959,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,5,2,RealWorld_thigh,0.6654340277777778,0.6740795980882008,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,5,3,MotionSense,0.808251953125,0.8012644728768004,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,5,3,RealWorld_thigh,0.6606597222222222,0.6674438957801214,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,0,MotionSense,0.865625,0.8655271792539324,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,0,RealWorld_thigh,0.6883159722222223,0.6955915349340241,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,1,MotionSense,0.8958984375,0.8958141201200014,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,1,RealWorld_thigh,0.7011805555555555,0.7093798101570972,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,2,MotionSense,0.893505859375,0.8951274443868386,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,2,RealWorld_thigh,0.7406076388888889,0.7433455214530404,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,3,MotionSense,0.894580078125,0.8958470239631422,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:10+10,in-domain,full,3,RealWorld_thigh,0.7083854166666667,0.7162778931073354,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,0,MotionSense,0.627734375,0.6009243959487175,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,0,RealWorld_thigh,0.5483506944444445,0.5411266260848915,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,1,MotionSense,0.608056640625,0.5734338348481454,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,1,RealWorld_thigh,0.5115104166666666,0.5035751836322286,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,2,MotionSense,0.604248046875,0.5982289297653228,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,2,RealWorld_thigh,0.49069444444444443,0.496242318088094,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,3,MotionSense,0.53203125,0.5214165087658187,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,1,3,RealWorld_thigh,0.4676388888888889,0.4797749041101821,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,0,MotionSense,0.81826171875,0.8184728547121797,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,0,RealWorld_thigh,0.6553993055555555,0.663536001869309,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,1,MotionSense,0.831689453125,0.8296347196889823,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,1,RealWorld_thigh,0.6606597222222222,0.6673395116618983,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,2,MotionSense,0.802685546875,0.8026377052019342,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,2,RealWorld_thigh,0.6522048611111111,0.6589110809975297,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,3,MotionSense,0.8001953125,0.7976108722049827,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,10,3,RealWorld_thigh,0.6484895833333334,0.6528678132291782,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,0,MotionSense,0.748291015625,0.7355060709842816,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,0,RealWorld_thigh,0.5677256944444444,0.573903360925959,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,1,MotionSense,0.6568359375,0.6272082611524838,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,1,RealWorld_thigh,0.5014062499999999,0.4964319064695487,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,2,MotionSense,0.704296875,0.6963562928982172,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,2,RealWorld_thigh,0.5603125,0.558214320379965,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,3,MotionSense,0.72216796875,0.7090781577338308,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,2,3,RealWorld_thigh,0.5741319444444445,0.5789903177870782,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,0,MotionSense,0.80224609375,0.8001000833509433,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,0,RealWorld_thigh,0.6676041666666667,0.6681444265183665,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,1,MotionSense,0.796484375,0.7929428796758403,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,1,RealWorld_thigh,0.6175520833333333,0.6241214689414624,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,2,MotionSense,0.790869140625,0.7863510542831154,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,2,RealWorld_thigh,0.6453645833333334,0.6510207404448382,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,3,MotionSense,0.775634765625,0.7651542484241796,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,5,3,RealWorld_thigh,0.6316319444444445,0.6343944495523203,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,0,MotionSense,0.86748046875,0.8673447974885397,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,0,RealWorld_thigh,0.6733159722222222,0.6784803452918238,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,1,MotionSense,0.852490234375,0.851241056385547,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,1,RealWorld_thigh,0.6741840277777778,0.678779259007349,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,2,MotionSense,0.850537109375,0.850152380840456,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,2,RealWorld_thigh,0.7039236111111111,0.6973160599277939,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,3,MotionSense,0.8322265625,0.8298549117009314,tail20
lfr,tstcc,device:RealWorld_thigh+MotionSense:5+5,in-domain,full,3,RealWorld_thigh,0.7074652777777778,0.7025518302703245,tail20
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,1,0,RealWorld_thigh,0.5415798611111111,0.5359731497255946,tail20
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,1,1,RealWorld_thigh,0.5355381944444445,0.531273748130167,tail20
